trial_num,prob_same,response_num,time_taken,response,correct,switch,target
6.0,0.8,53.0,1049.0,0.0,0.0,1.0,1.0
6.0,0.8,54.0,707.0,1.0,1.0,0.0,1.0
6.0,0.8,55.0,1252.0,1.0,1.0,0.0,1.0
6.0,0.8,56.0,656.0,1.0,1.0,0.0,1.0
6.0,0.8,57.0,686.0,1.0,1.0,0.0,1.0
6.0,0.8,58.0,747.0,0.0,1.0,1.0,0.0
6.0,0.8,59.0,784.0,0.0,1.0,0.0,0.0
6.0,0.8,60.0,680.0,0.0,1.0,0.0,0.0
6.0,0.8,61.0,775.0,0.0,1.0,0.0,0.0
6.0,0.8,62.0,888.0,1.0,1.0,1.0,1.0
6.0,0.8,63.0,626.0,1.0,1.0,0.0,1.0
6.0,0.8,64.0,711.0,1.0,1.0,0.0,1.0
6.0,0.8,65.0,657.0,1.0,1.0,0.0,1.0
6.0,0.8,66.0,599.0,1.0,1.0,0.0,1.0
6.0,0.8,67.0,648.0,1.0,1.0,0.0,1.0
6.0,0.8,68.0,666.0,1.0,1.0,0.0,1.0
6.0,0.8,69.0,639.0,1.0,1.0,0.0,1.0
6.0,0.8,70.0,783.0,0.0,1.0,1.0,0.0
6.0,0.8,71.0,832.0,1.0,0.0,0.0,0.0
6.0,0.8,72.0,1352.0,1.0,1.0,1.0,1.0
6.0,0.8,73.0,808.0,1.0,1.0,0.0,1.0
6.0,0.8,74.0,834.0,0.0,1.0,1.0,0.0
6.0,0.8,75.0,1014.0,1.0,1.0,1.0,1.0
6.0,0.8,76.0,797.0,1.0,1.0,0.0,1.0
6.0,0.8,77.0,650.0,1.0,1.0,0.0,1.0
7.0,0.6,2.0,824.0,1.0,1.0,1.0,1.0
7.0,0.6,3.0,816.0,0.0,1.0,1.0,0.0
7.0,0.6,4.0,912.0,1.0,1.0,1.0,1.0
7.0,0.6,5.0,760.0,0.0,1.0,1.0,0.0
7.0,0.6,6.0,1065.0,0.0,1.0,0.0,0.0
7.0,0.6,7.0,703.0,0.0,1.0,0.0,0.0
7.0,0.6,8.0,698.0,0.0,1.0,0.0,0.0
7.0,0.6,9.0,640.0,0.0,1.0,0.0,0.0
